Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Бевз,Федір,Олексійович,Чоловіча,25.09.1964,Програміст,хутір Перевальськ,"провулок Восьмого березня 7-й, буд. 023 кв. 64, Підгайці, 45015",+380 31 076-74-84,allademianiuk@example.net
Джунь,Кирило,Іванович,Чоловіча,30.03.1966,Ювелір,село Нововолинськ,"шосе Вапняна, буд. 352, Бахчисарай, 11550",+380 96 985-40-68,lytvynmariana@example.net
Семенченко,Руслан,Іванович,Чоловіча,15.07.1958,Паблік рилейшнз,місто Ромни,"вулиця Парусна, буд. 6, Харків, 62458",+380 64 638 78 38,lshukhevych@example.net
Нестайко,Петро,Петрович,Чоловіча,21.03.1999,Мікробіолог,селище Камінь-Каширський,"провулок Артилерійський 2-й, буд. 162 кв. 6, Чуднів, 80477",+380 06 775-32-61,stanislav93@example.org
Бабій,Адам,Іванович,Чоловіча,16.05.1966,Фермер,селище Жидачів,"сквер Восьмого березня 1-й, буд. 364, Голубівка, 05139",+380 20 179-04-36,iefremandriievych@example.com
Ґалаґан,Роман,Іванович,Чоловіча,13.08.1989,Фрілансер,село Мукачево,"вулиця Шухевича Романа, буд. 133 кв. 616, Мала Виска, 42175",+380 44 456-58-47,obevzenko@example.com
Шовкопляс,Валерій,Іванович,Чоловіча,05.07.1953,Конструктор,селище Липовець,"площа 8-ма Суворовська, буд. 27, Городня, 88153",+380 (23) 537-80-54,demyd99@example.org
Гаврилів,Ростислав,Петрович,Чоловіча,30.07.1975,Складальник,селище Сіверськ,"вулиця Лиманчик 2-й Лінія 4-та, буд. 0, Первомайськ, 28242",015 200-08-30,tartymyshyn@example.com
Оробець,Андрій,Іванович,Чоловіча,21.12.1995,Сантехнік,селище Жидачів,"проспект Левадна, буд. 2 кв. 25, Зборів, 07154",+380 (12) 832-22-27,solomiia66@example.org
Засенко,Захар,Петрович,Чоловіча,14.07.1949,Дантист,хутір Болград,"проспект Митракова, буд. 7 кв. 117, Бобровиця, 77255",+380 18 282-07-49,okseniiahaidai@example.com
Худобʼяк,Тимофій,Петрович,Чоловіча,07.08.1959,Фотограф,селище Старокостянтинів,"узвіз Локомотивний 1-й, буд. 4 кв. 887, Южноукраїнськ, 37222",088 984 00 16,piatachenkoanzhela@example.com
Василенко,Богдан,Іванович,Чоловіча,23.02.1943,Золотар,село Курахове,"провулок Князівський, буд. 59 кв. 315, Кіцмань, 71799",113 81 33,parmenkonoplenko@example.net
Данькевич,Зиновій,Анатолійович,Чоловіча,22.05.1976,Штукатур,місто Вилкове,"площа Травневий 1-й, буд. 5, Іловайськ, 76657",+380 37 580 32 58,andriidziuba@example.net
Бакуменко,Давид,Юрійович,Чоловіча,24.02.1998,Фольклорист,місто Тлумач,"шосе Кладовищенська, буд. 123 кв. 16, Оріхів, 40814",749 05 22,llytvynenko@example.com
Артимишин,Костянтин,Анатолійович,Чоловіча,15.01.2004,Намотувальник,місто Докучаєвськ,"сквер Жевахова, буд. 7 кв. 503, Чернігів, 79817",+380 74 565-18-14,iaroslavavlasiuk@example.org
Заїка,Микита,Олександрович,Чоловіча,16.11.1962,Педагог,місто Мукачево,"набережна Інтернаціональний, буд. 8 кв. 358, Глухів, 57102",396 09 95,zakusylotaras@example.com
Кабаненко,Герман,Олександрович,Чоловіча,13.10.1955,Парфюмер,село Щастя ,"узвіз Тимірязєва, буд. 15 кв. 24, Самбір, 44184",032 334-84-69,balabankostiantyn@example.org
Черненко,Андрій,Петрович,Чоловіча,27.09.1956,Науковець,селище Бар,"шосе Лінія 27-ма, буд. 8, Виноградів, 01716",+380 81 341 82 04,stefannosenko@example.com
Ємельяненко,Валентин,Іванович,Чоловіча,02.05.1941,Композитор,селище Кропивницький,"площа Мельницька, буд. 70 кв. 872, Лозова , 95729",016 313 15 53,perebyinisvenedykt@example.net
Рак,Захар,Анатолійович,Чоловіча,29.08.1949,Мікробіолог,селище Ходорів,"парк Глухий міст, буд. 60, Перещепине, 78492",+380 31 141 41 94,larysadatsenko@example.net
Ярема,Франц,Анатолійович,Чоловіча,02.08.1966,Ветеринар,село Березне,"провулок 8-ма Лінія 6-й ст. Люстдорфської дороги, буд. 9, Заліщики, 68694",+380 (43) 195-13-19,irenabatih@example.org
Ковпак,Тимофій,Олексійович,Чоловіча,30.05.1991,Парфюмер,хутір Енергодар,"сквер Маршрутна, буд. 9 кв. 1, Прилуки, 37871",019 506-55-25,iustynakopytko@example.com
Конопля,Віталій,Юрійович,Чоловіча,12.01.1947,Штукатур,село Кам'янка (Черкаська область),"набережна Штабний, буд. 2, Берислав, 86869",033 552 56 32,pylypabramchuk@example.org
Затула,Степан,Олегович,Чоловіча,19.06.1941,Ювелір,хутір Рені,"парк Красна, буд. 26, Малин, 45126",053-58-24,bandurkafrants@example.net
Ґерета,Остап,Юрійович,Чоловіча,28.12.1969,Палеонтолог,селище Приморськ (Україна),"набережна Штурманська, буд. 10 кв. 000, Мукачево, 08621",+380 87 826-29-50,mvashchuk@example.org
Хмара,Дмитро,Анатолійович,Чоловіча,26.02.1941,Музикознавець,місто Новий Буг,"проспект Соляний 3-й, буд. 9, Керч, 49581",+380 (13) 685-50-92,tisaievych@example.com
Кальченко,Зорян,Юрійович,Чоловіча,11.07.1965,Штукатур,хутір Ровеньки,"парк Могилівська, буд. 83 кв. 76, Долинська, 23181",656-33-73,violetta05@example.net
Рябовіл,Вʼячеслав,Іванович,Чоловіча,10.09.1971,Архітектор,хутір Гола Пристань,"набережна Водопровідний 3-й, буд. 4, Липовець, 07748",995-34-65,prokhir58@example.net
Ляшко,Болеслав,Іванович,Чоловіча,04.10.1969,Електрослюсар,село Жданівка,"набережна Рівності 1-й, буд. 0, Гола Пристань, 69213",824 73 34,alinamoskal@example.com
Данькевич,Давид,Анатолійович,Чоловіча,21.08.1966,Флорист,хутір Мар'їнка,"узвіз Чорноморський 10-й, буд. 77 кв. 12, Тараща, 71989",+380 66 643 90 82,skorobohatkoiaroslav@example.net
Корпанюк,Тарас,Юрійович,Чоловіча,17.04.1944,Провізор,місто Гірник ,"узвіз Бітумна, буд. 7 кв. 5, Сімферополь, 35079",+380 (90) 196-22-15,ivanychukkostiantyn@example.net
Атрощенко,Степан,Юрійович,Чоловіча,13.06.1986,Архітектор,село Лубни,"шосе Сталепрокатна, буд. 580, Ніжин, 05882",+380 38 579 61 30,heorhii18@example.com
Аврамчук,Ігор,Петрович,Чоловіча,08.01.1975,Музикознавець,хутір Сміла,"шосе Кладовищенська, буд. 5 кв. 753, Кіцмань, 40235",+380 98 317-53-21,saliikhrystyna@example.net
Тичина,Аркадій,Юрійович,Чоловіча,05.09.1962,Сантехнік,хутір Київ,"шосе Хаджибейський 2-й, буд. 13, Амвросіївка, 42734",+380 27 346 08 45,priska77@example.org
Адамчук,Богуслав,Вікторович,Чоловіча,06.11.1951,Модельєр,село Соледар,"шосе Дача Ковалевського, буд. 199, Сторожинець, 58012",066 626-40-60,avhustynprykhodko@example.org
Акименко,Демʼян,Юрійович,Чоловіча,24.01.1978,Нотаріус,селище Соледар,"проспект Складська, буд. 6, Славутич, 26529",030 333-79-63,dansvyrydenko@example.net
Оніщук,Панас,Петрович,Чоловіча,01.07.1944,Астрофізик,селище Долинська,"площа Уральський, буд. 90 кв. 542, Вільнянськ, 25675",051-55-06,trokhym97@example.com
Тичина,Аврелій,Анатолійович,Чоловіча,01.07.1942,Кінокритик,село Нове Давидково,"набережна Каманіна, буд. 313, Кропивницький, 77217",635 08 14,pylypzhalilo@example.org
Шморгун,Альберт,Анатолійович,Чоловіча,23.12.1978,Ботанік,хутір Чернівці,"площа ім. С.Ю. Вітте, буд. 831, Чоп, 93094",+380 16 189 00 44,avreliilesyk@example.net
Атрощенко,Геннадій,Іванович,Чоловіча,23.08.1945,Вчитель,село Волочиськ,"площа Чорноморського козацтва, буд. 48 кв. 70, Святогірськ, 38388",167 10 06,zinchuksviatoslava@example.com
